S;BKE022508SES00000002;BKE022508INV00000004;543000;BKE02;0;0;1;48TV1000A090DMIGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;544000;BKE02;0;0;1;48TV1000A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;545000;BKE02;0;0;1;48TV1000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;546000;BKE02;0;0;1;48TV1200A090DX5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;547000;BKE02;0;0;1;48TV1200A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;548000;BKE02;0;0;1;48TV1200A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;549000;BKE02;0;0;1;48TV1500A060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;550000;BKE02;0;0;1;48TV1500A090DMIGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;551000;BKE02;0;0;1;48TV1500A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;552000;BKE02;0;0;1;48TV1500A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;553000;BKE02;0;0;1;48TV2000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;554000;BKE02;0;0;1;50RC0500A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;555000;BKE02;0;0;1;50RC0500A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;556000;BKE02;0;0;1;50RC0500A60GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;557000;BKE02;0;0;1;50RC0500JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;558000;BKE02;0;0;1;50RC0600A090CHFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;559000;BKE02;0;0;1;50RC0600A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;560000;BKE02;0;0;1;50RC0600A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;561000;BKE02;0;0;1;50RC0600JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;562000;BKE02;0;0;1;50RC0800A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;563000;BKE02;0;0;1;50RC0800A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;564000;BKE02;0;0;1;50RC0800JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;565000;BKE02;0;0;1;50RC1000A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;566000;BKE02;0;0;1;50RC1000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;567000;BKE02;0;0;1;50RC1000JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;568000;BKE02;0;0;1;50RC1200A060GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;569000;BKE02;0;0;1;50RC1200A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;570000;BKE02;0;0;1;50RC1200A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;571000;BKE02;0;0;1;50RC1200A200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;572000;BKE02;0;0;1;50RC1200JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;573000;BKE02;0;0;1;50RC1400A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;574000;BKE02;0;0;1;50RC1400A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;575000;BKE02;0;0;1;50RC1400JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;576000;BKE02;0;0;1;50RC1600A090PMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;577000;BKE02;0;0;1;50RC1600JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;578000;BKE02;0;0;1;50RC1800A090GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;579000;BKE02;0;0;1;50RC1800JOINT;;A;ML;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;580000;BKE02;0;0;1;50TVC0600A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;581000;BKE02;0;0;1;50TVC0800A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;582000;BKE02;0;0;1;50TVC1000A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;583000;BKE02;0;0;1;50TVC1000A90GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;584000;BKE02;0;0;1;50TVC1000NAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;585000;BKE02;0;0;1;50TVC1200A135GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;586000;BKE02;0;0;1;50TVC1200A90GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;587000;BKE02;0;0;1;52060X12AF60AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;588000;BKE02;0;0;1;52060X12SF100CVGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;589000;BKE02;0;0;1;52060X12SF100NAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;590000;BKE02;0;0;1;52080X12SF100ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;591000;BKE02;0;0;1;52080X15RHMLARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;592000;BKE02;0;0;1;52080X15SF100ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;593000;BKE02;0;0;1;52100X15AF120ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;594000;BKE02;0;0;1;52100X15AFARMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;595000;BKE02;0;0;1;52100X15CR20BETGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;596000;BKE02;0;0;1;52100X15HMLARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;597000;BKE02;0;0;1;52100X15SF120ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;598000;BKE02;0;0;1;52100X15SFAR/MLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;599000;BKE02;0;0;1;54080X80TB150GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;600000;BKE02;0;0;1;54100X100TB100GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;601000;BKE02;0;0;1;55BB60X60H060ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;602000;BKE02;0;0;1;55BB80X70X120GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;603000;BKE02;0;0;1;55CYL0500COUVNAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;604000;BKE02;0;0;1;55CYL0500H080ARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;605000;BKE02;0;0;1;55CYL0500H110NAGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;606000;BKE02;0;0;1;55CYL0600COUVARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;607000;BKE02;0;0;1;55CYL0600HMLARGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;608000;BKE02;0;0;1;58DP240X50X5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;609000;BKE02;0;0;1;58DPL200X100X5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;610000;BKE02;0;0;1;58PT12X14X360DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;611000;BKE02;0;0;1;58SEM110X65GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;612000;BKE02;0;0;1;59CF10X10X250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;613000;BKE02;0;0;1;59I12X12XMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;614000;BKE02;0;0;1;59PI12X12X200DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;615000;BKE02;0;0;1;59PI12X12X200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;616000;BKE02;0;0;1;59PI12X12X250GAM;;A;UN;2119,45;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;617000;BKE02;0;0;1;59PI12X14X350DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;618000;BKE02;0;0;1;59PI12X14X360DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;619000;BKE02;0;0;1;59PI14X14X300DFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;620000;BKE02;0;0;1;59PSIBM2020X347GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;621000;BKE02;0;0;1;60VLAMEMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;622000;BKE02;0;0;1;60YCREMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;623000;BKE02;0;0;1;60YLAME70CMGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;624000;BKE02;0;0;1;60YLAMEMLGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;625000;BKE02;0;0;1;61CHAP15X400GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;626000;BKE02;0;0;1;61MURCOUVERGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;627000;BKE02;0;0;1;63TR06AGAM;;A;UN;51,405;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;628000;BKE02;0;0;1;63TR06RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;629000;BKE02;333;0;1;63TR08AGAM;BKE02;AM;UN;254,04371;BKE2;CB2TV1710241173
S;BKE022508SES00000002;BKE022508INV00000004;630000;BKE02;109;0;1;63TR08AGAM;BKE02;AM;UN;254,04371;BKE2;CB2TV1810241303
S;BKE022508SES00000002;BKE022508INV00000004;631000;BKE02;0;0;1;63TR08NGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;632000;BKE02;0;0;1;63TR08RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;633000;BKE02;60;0;1;63TR11AGAM;BKE02;AM;UN;358,65899;BKE2;CB2TV2205241036
S;BKE022508SES00000002;BKE022508INV00000004;634000;BKE02;573;0;1;63TR11AGAM;BKE02;AM;UN;358,65899;BKE2;CB2TV2105241017
S;BKE022508SES00000002;BKE022508INV00000004;635000;BKE02;1057;0;1;63TR11AGAM;BKE02;AM;UN;358,65899;BKE2;CB2TV2305241203
S;BKE022508SES00000002;BKE022508INV00000004;636000;BKE02;1121;0;1;63TR11AGAM;BKE02;AM;UN;358,65899;BKE2;CB2TV2405241206
S;BKE022508SES00000002;BKE022508INV00000004;637000;BKE02;0;0;1;63TR11RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;638000;BKE02;0;0;1;63TR13AGAM;;A;UN;430;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;639000;BKE02;0;0;1;63TR13RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;640000;BKE02;0;0;1;64DT3AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;641000;BKE02;0;0;1;64DT5AGAM;;A;UN;46,92;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;642000;BKE02;0;0;1;64DT5NGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;643000;BKE02;0;0;1;64DT5RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;644000;BKE02;0;0;1;65DA79X33X6GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;645000;BKE02;0;0;1;65DH13X13RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;646000;BKE02;0;0;1;65DH18X18AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;647000;BKE02;0;0;1;65DH18X18RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;648000;BKE02;0;0;1;65DH24X24ADEMIGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;649000;BKE02;0;0;1;65DH24X24AGAM;;A;UN;173;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;650000;BKE02;0;0;1;65DH24X24NGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;651000;BKE02;0;0;1;65DH24X24RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;652000;BKE02;0;0;1;65DS90X90X45GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;653000;BKE02;0;0;1;67DC49X49BAT;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;654000;BKE02;0;0;1;67DC49X49GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;655000;BKE02;0;0;1;67DC49X49X08NGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;656000;BKE02;0;0;1;67PC16X16X6A650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;657000;BKE02;0;0;1;67PC25X25X8GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;658000;BKE02;0;0;1;67PH28X28X6_5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;659000;BKE02;0;0;1;67PR102010A530GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;660000;BKE02;0;0;1;67PR10X20X10BAT;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;661000;BKE02;0;0;1;67PR10X20X10GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;662000;BKE02;0;0;1;67PR10X20X10GFBAT;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;663000;BKE02;0;0;1;67PR10X20X10GFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;664000;BKE02;0;0;1;67PR10X20X10MBAT;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;665000;BKE02;0;0;1;67PR10X20X10MFBAT;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;666000;BKE02;0;0;1;67PR10X20X10MFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;667000;BKE02;0;0;1;67PR10X20X10MGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;668000;BKE02;0;0;1;67PR10X20X10RBAT;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;669000;BKE02;0;0;1;67PR10X20X10RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;670000;BKE02;0;0;1;67PR10X20X6A530GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;671000;BKE02;0;0;1;67PR10X20X6GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;672000;BKE02;0;0;1;67PR10X20X8A650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;673000;BKE02;0;0;1;67PR10X20X8BAT;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;674000;BKE02;0;0;1;67PR10X20X8GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;675000;BKE02;0;0;1;68PE40X40X4GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;676000;BKE02;0;0;1;68PE40X40X4NGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;677000;BKE02;0;0;1;68PE40X40X5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;678000;BKE02;0;0;1;68PE50X50X5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;679000;BKE02;0;0;1;68PE60X40X4GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;680000;BKE02;0;0;1;68PE60X60X5GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;681000;BKE02;0;0;1;69BG12GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;682000;BKE02;0;0;1;70PI06AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;683000;BKE02;0;0;1;70PI08A5302/6GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;684000;BKE02;0;0;1;70PI08A6502/6GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;685000;BKE02;0;0;1;70PI08AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;686000;BKE02;0;0;1;70PI08NGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;687000;BKE02;0;0;1;70PI08RGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;688000;BKE02;0;0;1;70PI08X16GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;689000;BKE02;0;0;1;70PT06AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;690000;BKE02;0;0;1;70PT08AGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;691000;BKE02;0;0;1;72A090200CHFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;692000;BKE02;0;0;1;72A090200EPGAM;;A;UN;31108,13986;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;693000;BKE02;10;0;1;72A090200GAM;BKE02;RM;UN;57071,64416;BKE2;CB2PT2705251720
S;BKE022508SES00000002;BKE022508INV00000004;694000;BKE02;13;0;1;72A090200GAM;BKE02;AM;UN;57071,64416;BKE2;CB2PT0406250161
S;BKE022508SES00000002;BKE022508INV00000004;695000;BKE02;9;0;1;72A090200GAM;BKE02;AM;UN;57071,64416;BKE2;CB2PT0506250208
S;BKE022508SES00000002;BKE022508INV00000004;696000;BKE02;2;0;1;72A090200GAM;BKE02;AM;UN;57071,64416;BKE2;LOT140625
S;BKE022508SES00000002;BKE022508INV00000004;697000;BKE02;0;0;1;72A090300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;698000;BKE02;0;0;1;72A090400CHFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;699000;BKE02;3;0;1;72A090400GAM;BKE02;AM;UN;74869;BKE2;CB2PT2503251924
S;BKE022508SES00000002;BKE022508INV00000004;700000;BKE02;0;0;1;72A090500GAM;;A;UN;15088;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;701000;BKE02;0;0;1;72A090650C6GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;702000;BKE02;0;0;1;72A090650CHFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;703000;BKE02;0;0;1;72A090650FSGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;704000;BKE02;24;0;1;72A090650GAM;BKE02;AM;UN;92203,3856;BKE2;LOT290525
S;BKE022508SES00000002;BKE022508INV00000004;705000;BKE02;11;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT3005251907
S;BKE022508SES00000002;BKE022508INV00000004;706000;BKE02;6;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT0206250055
S;BKE022508SES00000002;BKE022508INV00000004;707000;BKE02;7;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT0306250073
S;BKE022508SES00000002;BKE022508INV00000004;708000;BKE02;6;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT0406250163
S;BKE022508SES00000002;BKE022508INV00000004;709000;BKE02;5;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT0506250209
S;BKE022508SES00000002;BKE022508INV00000004;710000;BKE02;7;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT1106250356
S;BKE022508SES00000002;BKE022508INV00000004;711000;BKE02;11;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT1206250440
S;BKE022508SES00000002;BKE022508INV00000004;712000;BKE02;6;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT1306250496
S;BKE022508SES00000002;BKE022508INV00000004;713000;BKE02;6;0;1;72A090650GAM;BKE02;AM;UN;92203,3856;BKE2;CB2PT2805251733
S;BKE022508SES00000002;BKE022508INV00000004;714000;BKE02;12;0;1;72A090650GAM;BKE02;A;UN;92203,3856;BKE2;CB2PT1406250581
S;BKE022508SES00000002;BKE022508INV00000004;715000;BKE02;0;0;1;72A090800CHFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;716000;BKE02;0;0;1;72A090800GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;717000;BKE02;0;0;1;72A091000GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;718000;BKE02;0;0;1;72A091250CHFGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;719000;BKE02;0;0;1;72A091250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;720000;BKE02;0;0;1;72A100200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;721000;BKE02;0;0;1;72A100300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;722000;BKE02;0;0;1;72A100400GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;723000;BKE02;0;0;1;72A100500GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;724000;BKE02;0;0;1;72A100650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;725000;BKE02;0;0;1;72A100800GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;726000;BKE02;0;0;1;72A101000GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;727000;BKE02;0;0;1;72A101250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;728000;BKE02;0;0;1;72A110300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;729000;BKE02;0;0;1;72A110400GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;730000;BKE02;0;0;1;72A110500GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;731000;BKE02;0;0;1;72A110650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;732000;BKE02;0;0;1;72A110800GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;733000;BKE02;0;0;1;72A111000GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;734000;BKE02;0;0;1;72A111250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;735000;BKE02;0;0;1;72A120200GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;736000;BKE02;0;0;1;72A120300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;737000;BKE02;0;0;1;72A120400FSGAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;738000;BKE02;0;0;1;72A120400GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;739000;BKE02;0;0;1;72A120500GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;740000;BKE02;0;0;1;72A120650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;741000;BKE02;0;0;1;72A120800GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;742000;BKE02;0;0;1;72A121000GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;743000;BKE02;0;0;1;72A121250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;744000;BKE02;0;0;1;72A121600GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;745000;BKE02;0;0;1;72A130300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;746000;BKE02;0;0;1;72A130400GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;747000;BKE02;0;0;1;72A130500GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;748000;BKE02;0;0;1;72A130650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;749000;BKE02;0;0;1;72A130800GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;750000;BKE02;0;0;1;72A131000GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;751000;BKE02;0;0;1;72A131250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;752000;BKE02;0;0;1;72A140300GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;753000;BKE02;0;0;1;72A140400GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;754000;BKE02;0;0;1;72A140500GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;755000;BKE02;0;0;1;72A140650GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;756000;BKE02;0;0;1;72A140800GAM;;A;UN;17618;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;757000;BKE02;0;0;1;72A141000GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;758000;BKE02;0;0;1;72A141250GAM;;A;UN;0;BKE2;
S;BKE022508SES00000002;BKE022508INV00000004;759000;BKE02;0;0;1;72A150500GAM;;A;UN;0;BKE2;
